id,date,timestamp,level,status,method,host,pathname,event_message,headers,regions,log_type,latency,log_count,logs,auth_user
c37c9848-81c1-415e-9cfe-b466592d1161,"""2026-07-29T16:33:31.180Z""",2026-07-29T16:33:31.180000,success,08P01,,,,could not accept SSL connection: ssl/tls alert handshake failure,{},[],postgres,0,null,[],null
8a37c42d-7c31-48f0-85df-e53560ebd3d2,"""2026-07-29T16:21:06.534Z""",2026-07-29T16:21:06.534000,success,200,POST,,/admin/v1/network-bans/retrieve,POST | 200 | https://mmcdlumxdrbvomtyiaer.supabase.co/admin/v1/network-bans/retrieve | @supabase-infra/mgmt-api/3d19bb2,{},[],edge,0,null,[],null
f9774b4d-14c0-4def-8d79-493eb623fae6,"""2026-07-29T15:57:11.131Z""",2026-07-29T15:57:11.131000,success,00000,,,,"checkpoint complete: wrote 1 buffers (0.0%); 0 WAL file(s) added, 0 removed, 2 recycled; write=0.126 s, sync=0.002 s, total=0.139 s; sync files=1, longest=0.002 s, average=0.002 s; distance=32768 kB, estimate=38949 kB; lsn=0/4A0000B8, redo lsn=0/4A000060",{},[],postgres,0,null,[],null
c7a16916-ad78-425e-8651-006af19501ac,"""2026-07-29T15:57:10.993Z""",2026-07-29T15:57:10.993000,success,00000,,,,checkpoint starting: time,{},[],postgres,0,null,[],null
b12ba0d8-5fa8-4549-810f-9be30812e0d8,"""2026-07-29T15:51:07.831Z""",2026-07-29T15:51:07.831000,success,08006,,,,unexpected EOF on client connection with an open transaction,{},[],postgres,0,null,[],null
